Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
9/30/2021,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA
9/30/2021,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,278.7928466796875,32343600,MSFT
9/30/2021,142.63999938964844,142.74000549316406,139.52999877929688,139.8000030517578,135.5730438232422,6934900,PG
9/30/2021,340.45001220703125,342.79998779296875,338.1499938964844,339.3900146484375,339.3900146484375,16547100,META
9/30/2021,165.8000030517578,166.3925018310547,163.69949340820312,164.2519989013672,164.2519989013672,56848000,AMZN
9/30/2021,134.3249969482422,135.58999633789062,133,133.2655029296875,133.2655029296875,35294000,GOOG
9/30/2021,102.08000183105469,104.44000244140625,101.98999786376953,102.9000015258789,102.9000015258789,57636700,AMD
9/30/2021,143.66000366210938,144.3800048828125,141.27999877929688,141.5,140.47848510742188,89056700,AAPL
9/30/2021,608.0499877929688,619,608.0499877929688,610.3400268554688,610.3400268554688,6612600,NFLX
9/30/2021,112.43000030517578,113.3499984741211,111.6500015258789,111.6500015258789,109.45753479003906,6433400,TSM
9/30/2021,53.16999816894531,53.33000183105469,52.43000030517578,52.470001220703125,50.570098876953125,17672000,KO
9/30/2021,14.260000228881836,14.319999694824219,14.09000015258789,14.15999984741211,13.644224166870117,78820500,F
9/30/2021,453.6199951171875,455.3599853515625,449.29998779296875,449.3500061035156,445.6426086425781,1836400,COST
9/30/2021,173.10000610351562,173.67999267578125,169.10000610351562,169.1699981689453,169.1699981689453,13978000,DIS
9/30/2021,54.5,54.50999832,54,54.00999832,50.60593032836914,18736600,VZ
9/30/2021,270.6499938964844,274.2600098,270.44000244140625,271.2200012207031,271.2200012207031,5224200,CRM
9/30/2021,53.75999832,53.97999954223633,53.25999832,53.279998779296875,50.89211654663086,20534100,INTC
9/30/2021,226.0800018310547,226.14999389648438,219.4600067138672,219.94000244140625,219.94000244140625,10366900,BA
9/30/2021,119.27999877929688,119.48999786376953,115.80000305175781,116.33999633789062,110.31951141357422,4649600,BX
9/30/2021,363.5899963378906,364.6400146484375,359.8900146484375,360.1499938964844,353.4205627441406,981600,NOC
9/30/2021,259.6499938964844,263.4700012207031,258.7300109863281,260.2099914550781,260.2099914550781,5321700,PYPL
9/30/2021,150.19000244140625,151.72999572753906,148,149.97000122070312,149.97000122070312,1904500,ENPH
9/30/2021,35.630001068115234,35.97999954223633,35.290000915527344,35.630001068115234,35.630001068115234,25768500,NIO
9/30/2021,260.4100036621094,263.5199890136719,258.29998779296875,262.2200012207031,262.2200012207031,1355300,ZS
9/30/2021,35.029998779296875,36.11000061035156,34.816001892089844,35.540000915527344,35.540000915527344,6461500,XPEV
10/1/2021,259.4666748046875,260.2600098,254.52999877929688,258.40667724609375,258.40667724609375,51094200,TSLA
10/1/2021,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,285.8932189941406,30086300,MSFT
10/1/2021,139.92999267578125,140.22999572753906,138.32000732421875,139.5800018310547,135.3596954345703,5587200,PG
10/1/2021,341.6099853515625,345.0199890136719,338.6400146484375,343.0100098,343.0100098,14905300,META
10/1/2021,164.45050048828125,165.4584961,162.7969970703125,164.16299438476562,164.16299438476562,56712000,AMZN
10/1/2021,133.55450439453125,137.0709991455078,133.37750244140625,136.46249389648438,136.46249389648438,28388000,GOOG
10/1/2021,102.5999984741211,103,100.63999938964844,102.44999694824219,102.44999694824219,41491600,AMD
